"date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"2838",2015-02-13 14:05:00,23.5,26.2,610.333333333333,549.666666666667,0.00469366723902715,1
"8956",2015-02-17 20:03:00,21,34.145,0,1526,0.00525808505570565,0
"9507",2015-02-18 05:13:59,20.79,26.2,0,1503,0.00397467591370672,0
"3484",2015-02-14 00:51:00,19.89,34.845,0,498.5,0.00500851705557006,0
"8525",2015-02-17 12:52:00,21.7,32.8633333333333,464,1156.66666666667,0.00528281866132993,1
"3326",2015-02-13 22:13:00,20.2,31.5,0,505,0.00461255576215071,0
"7522",2015-02-16 20:09:00,20.5,30.5,0,743,0.00454920847912978,0
"3691",2015-02-14 04:18:00,19.7,36.59,0,500,0.00519928617323243,0
"7251",2015-02-16 15:38:00,21.7,29,462.333333333333,886.333333333333,0.00465713347075559,1
"2999",2015-02-13 16:46:00,21.7,31.3566666666667,439,617.333333333333,0.00503865827489077,1
"4102",2015-02-14 11:09:00,20.79,35.4,128,509.75,0.00538244114240259,0
"2162",2015-02-13 02:49:00,21,24.45,0,581,0.0037561089737817,0
"8746",2015-02-17 16:33:00,22.175,34.245,429,1456,0.00567033423770956,1
"6881",2015-02-16 09:28:00,21.1,27.39,444,1014.5,0.00423695106745956,1
"2375",2015-02-13 06:22:00,20.65,25.445,0,542.5,0.00382608280883351,0
"5228",2015-02-15 05:55:00,20.1,32.345,0,568,0.0047077906627275,0
"3866",2015-02-14 07:13:00,19.575,38.5225,0,502.666666666667,0.00543357651238537,0
"4075",2015-02-14 10:41:59,20.29,36.29,74,513,0.00534989660179553,0
"3659",2015-02-14 03:46:00,19.65,36.545,0,496.5,0.00517660573306873,0
"1105",2015-02-12 09:11:59,21.7,24.39,494,965,0.00391215347369415,1
"8142",2015-02-17 06:29:00,20.39,30.39,0,752,0.00450178502960536,0
"745",2015-02-12 03:11:59,20.6,24.84,0,564.5,0.0037230025514827,0
"673",2015-02-12 01:59:59,20.6,25.29,0,547.5,0.00379085930639592,0
"8208",2015-02-17 07:34:59,20.7,30.29,0,771,0.00457412568546629,0
"8513",2015-02-17 12:40:00,21.675,32.8175,464,1164.25,0.00526726238236026,1
"9311",2015-02-18 01:58:00,20.7,27.15,0,1409,0.00409682771562157,0
"6094",2015-02-15 20:21:00,20.39,32.29,0,684,0.00478540456656807,0
"2156",2015-02-13 02:43:00,20.89,24.6966666666667,0,586,0.00376850009317768,0
"8019",2015-02-17 04:25:59,20.39,30.29,0,729,0.00448686479549351,0
"4408",2015-02-14 16:14:59,20.1,35.9,26.5,509,0.00522956862409573,0
"3797",2015-02-14 06:04:00,19.6,38.45,0,504,0.00543176676365516,0
"2163",2015-02-13 02:50:00,21,25,0,578.666666666667,0.0038411240057139,0
"3771",2015-02-14 05:38:00,19.6333333333333,38.3266666666667,0,500.666666666667,0.0054255139722766,0
"2045",2015-02-13 00:52:00,21,25.16,0,583.666666666667,0.00386585998903645,0
"7511",2015-02-16 19:58:00,20.65,30.39,0,754.5,0.0045751158307073,0
"7616",2015-02-16 21:42:59,20.3233333333333,30.2,0,721,0.00445492062876417,0
"4049",2015-02-14 10:15:59,20.025,36.5225,31,510.5,0.00529616301739834,0
"2131",2015-02-13 02:18:00,21,26,0,579,0.00399575598808051,0
"6691",2015-02-16 06:17:59,20.39,25.1,0,804.333333333333,0.00371347899630811,0
"8588",2015-02-17 13:54:59,21.79,33.9333333333333,444,1174,0.00548669210782822,1
"2663",2015-02-13 11:10:00,23.6,25.3566666666667,785,701.333333333333,0.0045691422040598,1
"628",2015-02-12 01:14:59,20.6,26.2,0,526,0.0039281257277475,0
"8518",2015-02-17 12:45:00,21.7,32.79,464,1159.5,0.00527093034659311,1
"3592",2015-02-14 02:38:59,19.79,36.4,0,506.75,0.00520127761282888,0
"6550",2015-02-16 03:56:59,20.39,26.39,0,868,0.00390552946185142,0
"5140",2015-02-15 04:27:00,20.15,32.59,0,564,0.00475853552060159,0
"1142",2015-02-12 09:49:00,22.89,24.6,844,1192,0.00424446177297652,1
"5461",2015-02-15 09:48:00,21.6,28.89,204.333333333333,633.666666666667,0.00461083869758847,0
"4219",2015-02-14 13:06:00,20.68,34.736,207.2,495,0.00524466755124264,0
"8053",2015-02-17 04:59:59,20.5,30.29,0,741.5,0.00451765856170965,0
"8389",2015-02-17 10:36:00,21.29,31.315,433,978.5,0.00490616540116382,1
"6481",2015-02-16 02:48:00,20.39,27.1,0,861,0.00401128196411862,0
"5519",2015-02-15 10:46:00,21.89,29.1,98.6666666666667,635.666666666667,0.00472829075006353,0
"4843",2015-02-14 23:30:00,20,35.7,0,534.5,0.00516782400636706,0
"3327",2015-02-13 22:14:00,20.2,31.5,0,509,0.00461255576215071,0
"432",2015-02-11 21:59:00,20.7,29.4966666666667,0,493.333333333333,0.00445346578733109,0
"3444",2015-02-14 00:10:59,20,33.7,0,509,0.00487604047164436,0
"9095",2015-02-17 22:21:59,20.8566666666667,31.8566666666667,0,1419.66666666667,0.00485955341246906,0
"1973",2015-02-12 23:39:59,21,25.64,0,568.5,0.00394007967248868,0
"7641",2015-02-16 22:08:00,20.39,30,0,714.5,0.00444360013504694,0
"34",2015-02-11 15:21:00,21.89,31.7,444,1092.5,0.00515425045588796,1
"1351",2015-02-12 13:18:00,24.2,23.5,218.333333333333,742.333333333333,0.00438884594252233,0
"1361",2015-02-12 13:27:59,24.2,23.675,653.75,718.5,0.00442176117860701,1
"5866",2015-02-15 16:33:00,21.1,31.89,26.5,668.75,0.00493858170097655,0
"3483",2015-02-14 00:49:59,19.89,34.8,0,497,0.00500199687322903,0
"6320",2015-02-16 00:07:00,20.29,29.5,0,739,0.00434192269224674,0
"27",2015-02-11 15:14:00,21.89,31.89,439,1100,0.00518540098391904,1
"3608",2015-02-14 02:55:00,19.79,36.4333333333333,0,505.666666666667,0.00520608055404623,0
"4623",2015-02-14 19:50:00,19.89,35.4,0,526,0.00508894378907528,0
"2145",2015-02-13 02:31:59,21,24.34,0,580,0.00373910873897124,0
"5508",2015-02-15 10:34:59,22,28.865,180,639.5,0.00472164533992298,0
"2407",2015-02-13 06:53:59,21,25.1666666666667,0,531.333333333333,0.00386689069744208,0
"3768",2015-02-14 05:35:00,19.7,38.4,0,501,0.00545873676975271,0
"4703",2015-02-14 21:10:00,20,35.26,0,534.333333333333,0.0051036083256814,0
"6883",2015-02-16 09:29:59,21.1,27.1,444,1010.75,0.00419178873143713,1
"759",2015-02-12 03:26:00,20.6,24.995,0,576.5,0.00374637377222477,0
"2914",2015-02-13 15:21:00,22.89,28.6,494,571.25,0.00494009957565735,1
"4515",2015-02-14 18:02:00,19.89,35.5,0,509,0.00510343728618814,0
"4",2015-02-11 14:51:00,21.7675,31.1225,439,1009.5,0.0050215691326541,1
"3980",2015-02-14 09:07:00,19.9633333333333,36.5,6,505.333333333333,0.00527252088973779,0
"4997",2015-02-15 02:04:00,19.945,34.5,0,538,0.00497560091192775,0
"1220",2015-02-12 11:06:59,24,22.5,293,827,0.00415036157515842,0
"7582",2015-02-16 21:08:59,20.39,30.2,0,717,0.00447343719239004,0
"2777",2015-02-13 13:04:00,23.8566666666667,25.6,257,600.333333333333,0.00468568567356009,0
"9737",2015-02-18 09:04:00,20.8233333333333,26.8233333333333,13.3333333333333,1448.66666666667,0.00407827227407053,0
"3172",2015-02-13 19:38:59,20.79,32,0,511,0.00486144306830351,0
"1614",2015-02-12 17:41:00,21.89,27.89,419,607.666666666667,0.00453025289350595,1
"2867",2015-02-13 14:34:00,23.39,27.1,573,556,0.00482379183084145,1
"8361",2015-02-17 10:08:00,21.2675,31.365,433,970.75,0.00490723031899548,1
"3155",2015-02-13 19:21:59,21,32.2,0,521,0.00495618242297541,0
"7420",2015-02-16 18:27:00,21.7,30.29,0,926,0.00486591624766547,0
"5419",2015-02-15 09:06:00,20.7,29.7,139.666666666667,621.333333333333,0.00448438679422016,0
"7710",2015-02-16 23:17:00,20.2,30.55,0,716.5,0.00447244668548565,0
"5984",2015-02-15 18:30:59,20.5,32.79,0,666.5,0.0048934591829229,0
"1587",2015-02-12 17:13:59,21.9725,27.79,427.25,622,0.00453684239738818,1
"1863",2015-02-12 21:49:59,21.1,26.9266666666667,0,562,0.0041647982613906,0
"2657",2015-02-13 11:04:00,23.5,25.345,788.5,696.5,0.00453937818824753,1
"3862",2015-02-14 07:08:59,19.6,38.7,0,510,0.00546739428067868,0
"4373",2015-02-14 15:40:00,19.815,36.145,13,511.666666666667,0.00517262047235032,0
"6575",2015-02-16 04:21:59,20.29,26.2,0,833,0.00385320719822783,0
"6864",2015-02-16 09:10:59,20.84,26.27,414,950.5,0.00399772730801216,1
"8025",2015-02-17 04:32:00,20.5,30.34,0,741,0.0045251701586071,0
"2414",2015-02-13 07:01:00,20.89,25.2,0,530.333333333333,0.00384577933024355,0
"5755",2015-02-15 14:42:00,21.89,30.7,62,674,0.00499035129555229,0
"2046",2015-02-13 00:53:00,21,25.045,0,582,0.00384808080339362,0
"5835",2015-02-15 16:01:59,21.39,31.525,40.75,657.75,0.00496994520693772,0
"4157",2015-02-14 12:04:00,20.89,34.7,68.5,508.75,0.00530794920437607,0
"6302",2015-02-15 23:49:00,20.26,29.6666666666667,0,723.333333333333,0.00435847895383564,0
"1634",2015-02-12 18:01:00,21.89,28,0,611,0.00454825116318119,0
"3770",2015-02-14 05:37:00,19.6,38.29,0,506,0.00540896727594585,0
"7682",2015-02-16 22:49:00,20.39,30.2,0,716,0.00447343719239004,0
"9647",2015-02-18 07:34:00,20.79,27.1,0,1434,0.00411211322882893,0
"2948",2015-02-13 15:55:00,22.39,29.79,472.666666666667,601.333333333333,0.00499224333885032,1
"8132",2015-02-17 06:19:00,20.39,30.39,0,744.333333333333,0.00450178502960536,0
"3638",2015-02-14 03:24:59,19.7,36.5,0,505,0.00518639091440586,0
"436",2015-02-11 22:02:59,20.7,29.0266666666667,0,487,0.00438200432067456,0
"2724",2015-02-13 12:10:59,23.9633333333333,25.2,782.333333333333,666.333333333333,0.00464181672116077,1
"6908",2015-02-16 09:55:00,21.6,26.8966666666667,534.25,1019.5,0.00429050858808632,1
"932",2015-02-12 06:19:00,20.5,22.8933333333333,0,600.333333333333,0.00340842367434065,0
"323",2015-02-11 20:10:00,21,30,0,513,0.00461504879873074,0
"8720",2015-02-17 16:07:00,22.2,34.4333333333333,454,1438.66666666667,0.00571057335054633,1
"8014",2015-02-17 04:21:00,20.39,30.29,0,733,0.00448686479549351,0
"4505",2015-02-14 17:51:59,19.89,35.5,0,516.5,0.00510343728618814,0
"1802",2015-02-12 20:49:00,21.23,27.36,0,563,0.00426642320834649,0
"6700",2015-02-16 06:27:00,20.39,25,0,803.5,0.00369859628538123,0
"5854",2015-02-15 16:21:00,21.245,31.815,19.75,669.25,0.00497127723646099,0
"6624",2015-02-16 05:10:59,20.39,25.6,0,781,0.00378790317209926,0
"1499",2015-02-12 15:46:00,22.6,25.7,63.5,552.5,0.00435773306679615,0
"2646",2015-02-13 10:53:00,23.39,24.8225,776.75,660.333333333333,0.00441551966117399,1
"9699",2015-02-18 08:25:59,20.79,27,14,1482,0.00409683943582711,0
"256",2015-02-11 19:02:59,21.2,30.45,0,621.5,0.00474314131602537,0
"5888",2015-02-15 16:54:59,20.945,32.09,24,690,0.00492231170460047,0
"6651",2015-02-16 05:38:00,20.445,25.29,0,794.5,0.0037545634236343,0
"5639",2015-02-15 12:46:00,23.2,28.5,345,627,0.00501665438525009,0
"1060",2015-02-12 08:26:59,20.6,22.1975,10,1018,0.00332482935015156,0
"8959",2015-02-17 20:06:00,21,34.09,0,1518.5,0.00524954396863874,0
"3299",2015-02-13 21:46:00,20.29,31.2,0,504,0.00459398321209564,0
"6505",2015-02-16 03:11:59,20.39,26.89,0,863.333333333333,0.00397999933345114,0
"9255",2015-02-18 01:01:59,20.89,28.2,0,1356,0.00430678026232214,0
"9296",2015-02-18 01:43:00,20.79,27.445,0,1472,0.00416481353563252,0
"2488",2015-02-13 08:15:00,20.9633333333333,25.5333333333333,9.33333333333333,516.333333333333,0.00391469488304146,0
"7153",2015-02-16 13:59:59,21.5,28.2,469,844.333333333333,0.00447226142648379,1
"4247",2015-02-14 13:34:00,20.6,35.1725,68,505.5,0.00528478855986959,0
"8550",2015-02-17 13:17:00,21.65,33.045,44,1126.5,0.00529591569798562,0
"672",2015-02-12 01:59:00,20.6,25.2,0,549,0.0037772867780388,0
"488",2015-02-11 22:54:59,20.55,27.6,0,491.5,0.00412659368043955,0
"6995",2015-02-16 11:22:00,21.5,28.175,454,1012.25,0.00446826817394868,1
"8156",2015-02-17 06:42:59,20.5,30.39,0,751.5,0.0045326819356264,0
"7843",2015-02-17 01:30:00,20,30.29,0,711,0.0043791751281533,0
"7807",2015-02-17 00:53:59,20.1,30.34,0,711.5,0.00441389352156393,0
"1006",2015-02-12 07:33:00,20.55,22.29,0,693.5,0.00332842453898209,0
"5699",2015-02-15 13:46:00,22.29,30.1,109.5,660,0.00501377074347092,0
"421",2015-02-11 21:48:00,20.745,29.29,0,486,0.00443440338391366,0
"6915",2015-02-16 10:01:59,21.7,26.9966666666667,528.333333333333,995.333333333333,0.00433317530208927,1
"3682",2015-02-14 04:08:59,19.65,36.545,0,497.5,0.00517660573306873,0
"4357",2015-02-14 15:23:59,19.89,36.29,62.5,510,0.00521795947003541,0
"8",2015-02-11 14:55:00,21.79,31.3933333333333,437.333333333333,1018.66666666667,0.00507264928829298,1
"2134",2015-02-13 02:21:00,21,24.995,0,575,0.00384035103774087,0
"1129",2015-02-12 09:36:00,22.5,25.2,576,1131,0.004246321370009,1
"9520",2015-02-18 05:26:59,20.79,26.29,0,1532,0.00398841692997244,0
"1070",2015-02-12 08:37:00,20.625,22.1,440,698,0.00331528078129294,1
"6774",2015-02-16 07:40:59,20.39,24.5,0,815,0.0036241933491251,0
"7868",2015-02-17 01:54:59,20,30.29,0,716.5,0.0043791751281533,0
"7056",2015-02-16 12:23:00,21.5,28.175,454,914.5,0.00446826817394868,1
"5224",2015-02-15 05:51:00,20.1,32.29,0,569,0.00469972496770391,0
"5841",2015-02-15 16:08:00,21.315,31.6,22,662.333333333333,0.00495882936756385,0
"3786",2015-02-14 05:53:00,19.5666666666667,38.29,0,505.333333333333,0.00539767723518669,0
"3074",2015-02-13 18:01:00,21.29,32.7,419,568.5,0.00512494319210037,1
"4569",2015-02-14 18:55:59,19.79,35.4,0,525,0.00505722357326604,0
"1961",2015-02-12 23:28:00,21,26.39,0,571,0.00405608317481411,0
"4527",2015-02-14 18:14:00,19.79,35.5,0,515,0.0050716259994161,0
"5107",2015-02-15 03:53:59,20.1,33,0,554,0.00480386171918592,0
"4479",2015-02-14 17:25:59,20,35.59,14,521,0.00515176885328093,0
"4037",2015-02-14 10:04:00,20.1333333333333,36.29,17.3333333333333,506,0.00529787374973931,0
"4120",2015-02-14 11:26:59,20.7675,35.29,103.5,505.25,0.00535807948702842,0
"1577",2015-02-12 17:04:00,22,27.7675,433.5,620.75,0.00454080916652179,1
"518",2015-02-11 23:25:00,20.7,27.79,0,500,0.0041940523670117,0
"6161",2015-02-15 21:28:00,20.29,31.745,0,700,0.00467483379993915,0
"9270",2015-02-18 01:17:00,20.79,27.89,0,1297.5,0.00423280239666859,0
"7328",2015-02-16 16:54:59,21.7,29.79,429,889.333333333333,0.00478497618171682,1
"6269",2015-02-15 23:16:00,20.245,30.1975,0,731,0.00443288057380961,0
"6607",2015-02-16 04:53:59,20.39,25.79,0,791,0.00381618900121772,0
"7832",2015-02-17 01:19:00,20,30.29,0,709,0.0043791751281533,0
"1356",2015-02-12 13:23:00,24.2,23.5,211.333333333333,738,0.00438884594252233,0
"1661",2015-02-12 18:28:00,21.79,28.05,0,592,0.00452848815069892,0
"2688",2015-02-13 11:35:00,23.79,25.39,803.2,700.3,0.00462822536840869,1
"4409",2015-02-14 16:15:59,20,35.79,40,512,0.00518096065214833,0
"9366",2015-02-18 02:53:00,20.79,26.6,0,1268,0.00403575171507294,0
"3250",2015-02-13 20:57:00,20.445,31.245,0,514.5,0.00464524762123115,0
"2859",2015-02-13 14:25:59,23.5,27.1,567.333333333333,573.333333333333,0.00485615888103828,1
"6867",2015-02-16 09:14:00,20.89,26.7925,414,963.5,0.00409040944987653,1
"5623",2015-02-15 12:29:59,22.89,28.575,335,631,0.004935747040105,0
"6090",2015-02-15 20:17:00,20.39,32.29,0,685.333333333333,0.00478540456656807,0
"737",2015-02-12 03:04:00,20.7,25,0,552,0.00377043460545993,0
"6687",2015-02-16 06:14:00,20.39,25.1,0,798,0.00371347899630811,0
"8324",2015-02-17 09:30:59,21.1,31.5,433,934.25,0.00487771149451183,1
"8940",2015-02-17 19:46:59,21.1,34.29,0,1493.5,0.00531342794587954,0
"2950",2015-02-13 15:56:59,22.29,29.9266666666667,469,593.666666666667,0.00498466715098003,1
"3424",2015-02-13 23:51:00,20,33.5,0,506,0.00484687704990708,0
"2365",2015-02-13 06:11:59,20.7,25.29,0,540,0.0038144398660383,0
"532",2015-02-11 23:38:59,20.65,27.695,0,497,0.0041666744565622,0
"6797",2015-02-16 08:04:00,20.39,24.29,0,825,0.00359294939221495,0
"6545",2015-02-16 03:52:00,20.39,26.39,0,858,0.00390552946185142,0
"223",2015-02-11 18:29:59,21.7,28.86,0,586,0.00463448324015265,0
"8299",2015-02-17 09:06:00,20.89,30.89,419,857,0.00472072232152342,1
"9676",2015-02-18 08:03:00,20.7,27.15,0,1404,0.00409682771562157,0
"5804",2015-02-15 15:30:59,21.675,31.15,50,659.75,0.00499747557483873,0
"8183",2015-02-17 07:09:59,20.6,30.2,0,761.5,0.00453220940046256,0
"2872",2015-02-13 14:38:59,23.29,27.4175,556.75,562,0.0048511427110445,1
"6149",2015-02-15 21:16:00,20.39,31.8566666666667,0,703.333333333333,0.00472069680677662,0
"7437",2015-02-16 18:43:59,21.34,30.2,0,855,0.00474478384984455,0
"4445",2015-02-14 16:52:00,20.05,35.7,24,514,0.00518398514023021,0
"3379",2015-02-13 23:06:00,20.1,32.09,0,503,0.00467039691763799,0
"9453",2015-02-18 04:20:00,20.79,26.1,0,1441,0.00395940882536073,0
"1760",2015-02-12 20:06:59,21.29,28.145,0,556.5,0.00440599895318441,0
"2471",2015-02-13 07:58:00,20.79,25.745,0,526.5,0.00390521667565489,0
"3710",2015-02-14 04:37:00,19.6,36.7,0,504.666666666667,0.00518248738332651,0
"1626",2015-02-12 17:53:00,21.89,28.1,0,617.5,0.00456461412387824,0
"4539",2015-02-14 18:26:00,19.79,35.4,0,519.5,0.00505722357326604,0
"6639",2015-02-16 05:25:59,20.39,25.5,0,794,0.00377301692061835,0
"6551",2015-02-16 03:58:00,20.39,26.34,0,860,0.00389808344920587,0
"1333",2015-02-12 13:00:00,24.3233333333333,23.3566666666667,239.666666666667,760.333333333333,0.00439448906818448,0
"8759",2015-02-17 16:46:00,22.175,34.45,429,1478.25,0.0057045897344117,1
"1065",2015-02-12 08:31:59,20.6,22.0225,437.5,649,0.00329847815418788,1
"9586",2015-02-18 06:33:00,20.79,26.6,0,1486,0.00403575171507294,0
"1830",2015-02-12 21:16:59,21.2,27.745,0,572,0.00431886270019278,0
"3810",2015-02-14 06:16:59,19.6,38.79,0,508,0.00548022117730809,0
"8407",2015-02-17 10:53:59,21.39,31.6,438,1002.5,0.00498186372784494,1
"3248",2015-02-13 20:55:00,20.5,31.29,0,512,0.00466792473020021,0
"8840",2015-02-17 18:07:00,22.1,34.3266666666667,0,1591.33333333333,0.00565782816583696,0
"5964",2015-02-15 18:10:59,20.5,32.7,0,679.666666666667,0.00487992253794654,0
"5205",2015-02-15 05:31:59,20.1,32.29,0,568.666666666667,0.00469972496770391,0
"4206",2015-02-14 12:53:00,20.39,35.09,103.5,499,0.00520383856936651,0
"2515",2015-02-13 08:42:00,21.1666666666667,25.2,19,516,0.00391214105268426,0
"5373",2015-02-15 08:19:59,20.1,30.79,17.3333333333333,604.666666666667,0.00447983148039402,0
"2088",2015-02-13 01:34:59,21,24.83,0,580,0.00381484416574093,0
"4327",2015-02-14 14:54:00,20,35.9,37,506.333333333333,0.00519701729991479,0
"4097",2015-02-14 11:04:00,20.79,35.5225,134.6,512,0.00540122856032323,0
"5771",2015-02-15 14:57:59,21.79,30.89,85.75,651.5,0.00499066629149226,0
"496",2015-02-11 23:03:00,20.6,27.84,0,488,0.0041756590857365,0
"4730",2015-02-14 21:36:59,19.89,35.2,0,526.5,0.00505995880458261,0
"1706",2015-02-12 19:13:00,21.39,28.15,0,567,0.00443408035150574,0
"55",2015-02-11 15:42:00,21.89,30.5,429,829.25,0.00495758174288195,1
"6617",2015-02-16 05:04:00,20.39,25.745,0,788,0.00380948949481116,0
"4579",2015-02-14 19:06:00,19.79,35.4,0,522,0.00505722357326604,0
"1101",2015-02-12 09:08:00,21.55,24.2,474,928,0.00384581447627792,1
"817",2015-02-12 04:24:00,20.6,24.79,0,555,0.00371546382042611,0
"9145",2015-02-17 23:12:00,20.84,30.6,0,1146.5,0.00466159829274983,0
"5199",2015-02-15 05:25:59,20.15,32.245,0,566.5,0.0047077800625428,0
"6747",2015-02-16 07:14:00,20.39,24.7,0,813.5,0.00365395240015394,0
"7165",2015-02-16 14:12:00,21.6666666666667,28.5,446,864.666666666667,0.00456686109803275,1
"3717",2015-02-14 04:44:00,19.65,36.79,0,500,0.00521160080615187,0
"904",2015-02-12 05:51:00,20.55,23.64,0,578.5,0.00353115591871187,0
"7006",2015-02-16 11:32:59,21.4175,28.4975,454,1005.5,0.00449683830871173,1
"1694",2015-02-12 19:01:00,21.5,28.1,0,573.5,0.00445628872178248,0
"7467",2015-02-16 19:14:00,20.84,30.39,0,796,0.00462936882933099,0
"6401",2015-02-16 01:27:59,20.245,28.245,0,831.5,0.00414435111183553,0
"2957",2015-02-13 16:04:00,22.2675,30.075,438,601.5,0.00500266185167665,1
"4731",2015-02-14 21:38:00,19.89,35.2,0,532.25,0.00505995880458261,0
"870",2015-02-12 05:17:00,20.55,23.85,0,566,0.00356270372606842,0
"6555",2015-02-16 04:01:59,20.39,26.39,0,856,0.00390552946185142,0
"7760",2015-02-17 00:07:00,20.1,30.6,0,712.5,0.00445198931575045,0
"658",2015-02-12 01:45:00,20.6,25.825,0,545,0.00387155260082905,0
"8311",2015-02-17 09:17:59,21,31.345,429.5,894.75,0.00482356137540285,1
"3959",2015-02-14 08:45:59,19.865,36.6725,7,507.5,0.0052651865376925,0
"3589",2015-02-14 02:36:00,19.76,36.3633333333333,0,503.666666666667,0.00518625022500445,0
"2140",2015-02-13 02:26:59,21,25,0,581,0.0038411240057139,0
"4193",2015-02-14 12:40:00,20.39,35,26,508.75,0.00519038021495672,0
"8626",2015-02-17 14:32:59,22.025,34.5,454,1322.5,0.00566047911210653,1
"6307",2015-02-15 23:54:00,20.29,29.6,0,733,0.00435674416786363,0
"8075",2015-02-17 05:22:00,20.5,30.26,0,739.666666666667,0.00451315169002698,0
"5353",2015-02-15 07:59:59,20.1,31.2,14,603.5,0.00453992037405057,0
"900",2015-02-12 05:47:00,20.5,23.6,0,575.5,0.00351422861696014,0
"2514",2015-02-13 08:41:00,21.2,25.23,19,518.333333333333,0.00392490054711932,0
"4253",2015-02-14 13:40:00,20.6,35.2,59.5,497.5,0.00528895566376233,0
"5029",2015-02-15 02:36:00,20,34.03,0,542,0.00492416605056961,0
"9685",2015-02-18 08:12:00,20.7,27.2,0,1423,0.00410442230430706,0
"1411",2015-02-12 14:18:00,23.79,24.2,108,626.333333333333,0.00440976790048444,0
"6654",2015-02-16 05:41:00,20.39,25.245,0,796,0.00373506018476785,0
"1744",2015-02-12 19:51:00,21.29,27.79,0,567,0.00435003631085442,0
"2233",2015-02-13 04:00:00,20.89,24.0966666666667,0,579.333333333333,0.00367640407940608,0
"6349",2015-02-16 00:36:00,20.245,29.05,0,709,0.00426327727422867,0
"7873",2015-02-17 01:59:59,20,30.29,0,711.5,0.0043791751281533,0
"3626",2015-02-14 03:13:00,19.79,36.4,0,502,0.00520127761282888,0
"8957",2015-02-17 20:04:00,21.05,34.145,0,1530.5,0.00527440427723406,0
"1316",2015-02-12 12:42:59,24.29,23.6266666666667,522,728.666666666667,0.00443671649794104,1
"6958",2015-02-16 10:45:00,21.39,27.39,449,962,0.00431353785925312,1
"1405",2015-02-12 14:12:00,23.87,24.272,128.25,641.25,0.00444446776025605,0
"4485",2015-02-14 17:31:59,20,35.5,0,515,0.00513863343033455,0
"9656",2015-02-18 07:43:00,20.745,27.15,0,1414,0.00410827495549355,0
"1566",2015-02-12 16:53:00,22.1,27.5,444,596.5,0.00452445100150358,1
"341",2015-02-11 20:28:00,20.9266666666667,30.0933333333333,0,499.666666666667,0.00460853204846124,0
"5303",2015-02-15 07:09:59,20,31.89,0,577,0.00461221030951458,0
"4995",2015-02-15 02:02:00,20,34.545,0,539.333333333333,0.00499928588655726,0
"140",2015-02-11 17:06:59,21.9266666666667,30.5333333333333,433,807,0.00497425247731314,1
"6562",2015-02-16 04:08:59,20.39,26.29,0,844,0.00389063761371947,0
"2353",2015-02-13 06:00:00,20.7,25.5333333333333,0,553.666666666667,0.00385136859587463,0
"8079",2015-02-17 05:25:59,20.5,30.29,0,740.5,0.00451765856170965,0
"221",2015-02-11 18:28:00,21.7,28.79,0,586.5,0.00462315873885162,0
"6741",2015-02-16 07:08:00,20.39,24.745,0,812,0.00366064857680004,0
"3906",2015-02-14 07:53:00,19.6,37.645,0,508,0.00531707364213932,0
"1189",2015-02-12 10:36:00,23.6666666666667,22.8566666666667,749,806,0.00413234565600387,1
"933",2015-02-12 06:20:00,20.5,22.7,0,609,0.00337948327464413,0
"6216",2015-02-15 22:23:00,20.29,31,0,715.333333333333,0.00456431850395291,0
"4359",2015-02-14 15:26:00,19.89,36.29,52.25,508,0.00521795947003541,0
"253",2015-02-11 19:00:00,21.2,29.5,0,673,0.00459406856462562,0
"9082",2015-02-17 22:08:59,20.8233333333333,32.1266666666667,0,1619.33333333333,0.00489094185709971,0
"6171",2015-02-15 21:38:00,20.39,31.6,0,705,0.00468237620291633,0
"4296",2015-02-14 14:23:00,20.1666666666667,35.73,37,507,0.00522629342547398,0
"8290",2015-02-17 08:57:00,20.79,30.89,405,835,0.00469153983182186,1
"6152",2015-02-15 21:19:00,20.39,31.79,0,699,0.00471074295263618,0
"768",2015-02-12 03:35:00,20.6,24.6,0,610,0.00368681829901744,0
"6217",2015-02-15 22:24:00,20.29,31,0,718,0.00456431850395291,0
"345",2015-02-11 20:31:59,20.89,29.7633333333333,0,501.666666666667,0.0045472822441782,0
"3276",2015-02-13 21:23:00,20.39,31.2,0,514,0.00462266512278733,0
"192",2015-02-11 17:58:59,21.89,29.245,419,638.5,0.00475203095986413,1
"4104",2015-02-14 11:10:59,20.79,35.345,193,515,0.00537400634116513,0
"746",2015-02-12 03:13:00,20.625,24.6725,0,575.75,0.00370348622028537,0
"8147",2015-02-17 06:34:00,20.5,30.39,0,752,0.0045326819356264,0
"1795",2015-02-12 20:42:00,21.2,27.995,0,566.5,0.00435805104825176,0
"8403",2015-02-17 10:50:00,21.39,31.4266666666667,429,993,0.0049543193882462,1
"2348",2015-02-13 05:55:00,20.7,25.1,0,555,0.00378560813415773,0
"1547",2015-02-12 16:34:00,22.2225,27.075,449.5,584.25,0.00448763212130289,1
"3662",2015-02-14 03:49:00,19.7,36.5225,0,503,0.00518961467940086,0
"5350",2015-02-15 07:57:00,20.05,31.195,0,599,0.00452505649648667,0
"3668",2015-02-14 03:55:00,19.6,36.5,0,504.5,0.0051540109230287,0
"7583",2015-02-16 21:10:00,20.39,30.2,0,723.75,0.00447343719239004,0
"2056",2015-02-13 01:02:59,21,25.29,0,577,0.00388595941531064,0
"1917",2015-02-12 22:44:00,21,26.745,0,564,0.00411100649318388,0
